Kennzeichen;Identnummer;Bankleitzahl;Institutsart;Sektor;Firmenbuchnummer;Bankenname;Straße;PLZ;Ort;Politischer Bezirk;Postadresse / Straße;Postadresse / PLZ;Postadresse / Ort;Postfach;Bundesland;Telefon;Fax;E-Mail;SWIFT-Code;Homepage;Gruendungsdatum;ZweigniederlassungVon
Zweigstelle;340251;20320;;Sparkassen;;Allgemeine Sparkasse Oberösterreich BankAG Filiale Ternberg;Kirchenplatz 8;4452;Ternberg;Steyr-Land;;;;;Oberösterreich;050100/40054;050100/940054;;;;;1474421
Zweigstelle;341762;20320;;Sparkassen;;Allgemeine Sparkasse Oberösterreich BankAG Filiale Thalheim;Ägydiplatz 3;4609;Thalheim;Wels-Land;;4600;Wels;186;Oberösterreich;050100/40106;050100/940106;;;;19771021;1474421
Zweigstelle;341738;20320;;Sparkassen;;Allgemeine Sparkasse Oberösterreich BankAG Filiale Timelkam;Pichlwangerstraße 13;4850;Timelkam;Vöcklabruck;;;;;Oberösterreich;050100/40064;050100/940064;;;;19780925;1474421
Zweigstelle;340626;20320;;Sparkassen;;Allgemeine Sparkasse Oberösterreich BankAG Filiale Traun;Hauptplatz 7;4050;Traun;Linz-Land;;4021;Linz;92;Oberösterreich;050100/40003;050100/940003;;;;;1474421
Zweigstelle;340723;20320;;Sparkassen;;Allgemeine Sparkasse Oberösterreich BankAG Filiale Urfahr;Sparkassenplatz 2;4040;Linz;Linz;;4021;Linz;92;Oberösterreich;050100/40002;050100/940002;;;;;1474421
Zweigstelle;341002;20320;;Sparkassen;;Allgemeine Sparkasse Oberösterreich BankAG Filiale Uttendorf;Uttendorf 16;5261;Uttendorf;Braunau am Inn;;;;;Oberösterreich;050100/40152;050100/940152;;;;;1474421
Zweigstelle;1662902;20320;;Sparkassen;78633m;Allgemeine Sparkasse Oberösterreich BankAG Filiale Vöcklabruck;Stadtplatz 24;4840;Vöcklabruck;Vöcklabruck;;4840;Vöcklabruck;61;Oberösterreich;050100/40061;050100/940061;;;;19911205;1474421
Zweigstelle;341819;20320;;Sparkassen;;Allgemeine Sparkasse Oberösterreich BankAG Filiale Vogelweide;Vogelweiderplatz 12;4600;Wels;Wels;;4600;Wels;186;Oberösterreich;050100/40108;050100/940108;;;;19780512;1474421
Zweigstelle;341053;20320;;Sparkassen;;Allgemeine Sparkasse Oberösterreich BankAG Filiale Waldhausen;Markt 90;4391;Waldhausen im Strudengau;Perg;;;;;Oberösterreich;050100/40189;050100/940189;;;;;1474421
Zweigstelle;9150943;20320;;Sparkassen;;Allgemeine Sparkasse Oberösterreich BankAG Filiale Walding;Gramastettner Str. 1;4111;Walding;Urfahr-Umgebung;;;;;Oberösterreich;050100/40038;;;;;20090312;1474421
Zweigstelle;340243;20320;;Sparkassen;;Allgemeine Sparkasse Oberösterreich BankAG Filiale Waldneukirchen;Bad Haller Straße 5;4595;Waldneukirchen;Steyr-Land;;;;;Oberösterreich;050100/40053;050100/940053;;;;;1474421
Zweigstelle;340090;20320;;Sparkassen;;Allgemeine Sparkasse Oberösterreich BankAG Filiale Wallern;Welserstraße 12;4702;Wallern a. d. Trattnach;Grieskirchen;;;;;Oberösterreich;050100/40125;050100/940125;;;;;1474421
Zweigstelle;341568;20320;;Sparkassen;;Allgemeine Sparkasse Oberösterreich BankAG Filiale Weberspitz;Max-Hirschenauer-Straße 44;4780;Schärding;Schärding;;;;;Oberösterreich;050100/40071;050100/940071;;;;;1474421
Zweigstelle;9987541;20320;;Sparkassen;;Allgemeine Sparkasse Oberösterreich BankAG Filiale Weingartshofstraße;Weingartshofstraße  26;4020;Linz;Linz;;;;;Oberösterreich;050100/40039;050100/940039;;;;20100706;1474421
Zweigstelle;1649132;20320;;Sparkassen;78633m;Allgemeine Sparkasse Oberösterreich BankAG Filiale Wels;Ringstraße 27;4600;Wels;Wels;;4600;Wels;186;Oberösterreich;050100/40100;050100/940100;;;;19911205;1474421
Zweigstelle;340162;20320;;Sparkassen;;Allgemeine Sparkasse Oberösterreich BankAG Filiale Weyer;Marktplatz 5;3335;Weyer;Steyr-Land;;3335;Weyer;57;Oberösterreich;050100/40056;050100/940056;;;;;1474421
Zweigstelle;340600;20320;;Sparkassen;;Allgemeine Sparkasse Oberösterreich BankAG Filiale Wienerstraße;Wienerstraße 73;4020;Linz;Linz;;4021;Linz;92;Oberösterreich;050100/40001;050100/940001;;;;;1474421
Zweigstelle;341037;20320;;Sparkassen;;Allgemeine Sparkasse Oberösterreich BankAG Filiale Yspertal;Hauptstraße 35;3683;Yspertal;Melk;;;;;Niederösterreich;050100/40179;050100/940179;;;;;1474421
Zweigstelle;340898;20320;;Sparkassen;;Allgemeine Sparkasse Oberösterreich BankAG Filiale Ziegeleistraße;Ziegeleistraße 68;4020;Linz;Linz;;4021;Linz;92;Oberösterreich;050100/40030;050100/940030;;;;;1474421
Hauptanstalt;1582437;76257;KI;Sonderbanken;112114z;Allianz Invest Kapitalanlagegesellschaft mbH;Hietzinger Kai 101-105;1130;Wien;Wien;;;;;Wien;01/5055480;01/5055481;;ALIKATW1;www.allianzinvest.at;19910305;
Hauptanstalt;1348906;19330;KI;Aktienbanken;64999m;Allianz Investmentbank AG;Hietzinger Kai 101-105;1130;Wien;Wien;;1130;Wien;9;Wien;01/5055480;01/5055481;;AIAGATWW;www.allianzinvest.at;19891206;
Hauptanstalt;145564;36791;KI;Aktienbanken;46138a;Alpenbank AG;Kaiserjägerstraße 9;6020;Innsbruck;Innsbruck;;6010;Innsbruck;754;Tirol;0512/59977;0512/562015;;ALPEAT22;;19830928;
Zweigstelle;11134321;36791;;Aktienbanken;46138a;Alpenbank AG Niederlassung Salzburg;Dr.-Franz-Rehrl-Platz 1;5020;Salzburg;Salzburg;;;;;Salzburg;0662/830083;0662/83008333;private-banking@alpenbank.com;;www.alpenbank.at;;145564
Hauptanstalt;407712;76310;KI;Sonderbanken;83648m;ALPENLÄNDISCHE GARANTIE - Ges. m.b.H.;Hauptplatz 10-11;4010;Linz/Donau;Linz;;4010;Linz/Donau;60;Oberösterreich;0732/7802;;;ALGAAT21;;19831229;
Hauptanstalt;8405719;76070;KI;Sonderbanken;302241y;American Express Austria Bank GmbH;Kärntner Straße 21-23;1010;Wien;Wien;;;;;Wien;01/51511;01/51511140;;;www.americanexpress.at;20070516;
Zweigstelle;8319375;76070;;Sonderbanken;;American Express Austria Bank GmbH Wst. Vienna International Airport, Pier Ost/Departures;Flughafen Pier Ost/Departures;1300;Wien-Flughafen;Wien-Umgebung;;;;;Niederösterreich;01/700732147;01/700732148;fesviennaairport@aexp.com;;www.americanexpress.at;20070801;8405719
Zweigstelle;16352289;76070;;Sonderbanken;;American Express Austria Bank GmbH Wst. Vienna International Airport, Skylink/Arrivals North;Flughafen Skylink/Arrivals North;1300;Wien-Flughafen;Wien-Umgebung;;;;;Niederösterreich;01/700739534;01/700732148;fesviennaairport@aexp.com;;www.americanexpress.at;20120605;8405719
Zweigstelle;16352297;76070;;Sonderbanken;;American Express Austria Bank GmbH Wst. Vienna International Airport, Skylink/Arrivals South;Flughafen Skylink/Arrivals South;1300;Wien-Flughafen;Wien-Umgebung;;;;;Niederösterreich;01/700739531;01/700732148;fesviennaairport@aexp.com;;www.americanexpress.at;20120605;8405719
Zweigstelle;16352300;76070;;Sonderbanken;;American Express Austria Bank GmbH Wst. Vienna International Airport, Skylink/Departures;Flughafen Skylink/Departures;1300;Wien-Flughafen;Wien-Umgebung;;;;;Niederösterreich;01/700739540;01/700732148;fesviennaairport@aexp.com;;www.americanexpress.at;20120605;8405719
Hauptanstalt;5641586;71100;KI;Sonderbanken;224799m;APK Vorsorgekasse AG;Thomas-Klestil-Platz 1;1030;Wien;Wien;;1031;Wien;54;Wien;50275;050275/1109;office@apk-vk.at;;;20020921;
Hauptanstalt;266086;34523;KI;Raiffeisen;94574f;Attergauer Raiffeisenbank reg.Gen.m.b.H.;Attergaustraße 38a;4880;St.Georgen/Att.;Vöcklabruck;;4880;St.Georgen/Att.;4;Oberösterreich;07667/6571;07667/657137;rb-attergau@raiffeisen-ooe.at;RZOOAT2L523;www.raiffeisen-ooe.at/attergauer;18921125;
Zweigstelle;354724;34523;;Raiffeisen;;Attergauer Raiffeisenbank reg.Gen.m.b.H. Bst.Vöcklamarkt;Hauptstraße 1;4870;Vöcklamarkt;Vöcklabruck;;4870;Vöcklamarkt;7;Oberösterreich;07682/2277;07682/227740;rb-attergau@raiffeisen-ooe.at;;www.raiffeisen-ooe.at/attergauer;;266086
Hauptanstalt;5649838;19820;KI;Sonderbanken;227076k;Austria Wirtschaftsservice Ges. m.b.H.;Ungargasse 37;1030;Wien;Wien;;;;;Wien;01/50175;01/50175900;office@awsg.at;;www.awsg.at;20020923;
Hauptanstalt;1562940;19370;KI;Sonderbanken;45280p;Autobank AG;Ungargasse 64/3/403;1030;Wien;Wien;;;;;Wien;01/60190;01/60190590;office@autobank.at;AUTOATW1;www.autobank.at;19900402;
Hauptanstalt;53759;19970;KI;Aktienbanken;100508g;Banco do Brasil AG;Galaxy Tower, Praterstraße 31/4. OG;1020;Wien;Wien;;1013;Wien;135;Wien;01/5126663;01/5121042;bbaustria@bb.com.br;BRASATWW;www.bancodobrasil.at;19800401;
Hauptanstalt;530425;75300;KI;Sonderbanken;55454a;Bank Austria Real Invest GmbH;Lassallestraße 5;1020;Wien;Wien;;;;;Wien;01/33171;01/3317175299;office@realinvest.at;;;19881122;
Hauptanstalt;5723230;75310;KI;Sonderbanken;229661m;Bank Austria Real Invest Immobilien-Kapitalanlage GmbH;Lassallestraße 5;1020;Wien;Wien;;;;;Wien;01/33171;01/3317175299;;RIIKATW1;;20021202;
Hauptanstalt;2237636;19720;KI;Sonderbanken;92498b;Bank Austria Wohnbaubank AG;Lassallestraße 1;1020;Wien;Wien;;1011;Wien;67000;Wien;050505/40304;050505/40392;karin.schindl@unicreditgroup.at;;;19941212;
Hauptanstalt;92061;18130;KI;Volksbanken;129209p;Bank für Ärzte und Freie Berufe AG;Kolingasse 4;1090;Wien;Wien;;1096;Wien;55;Wien;01/52107;01/52107190;info@aerztebank.at;BWFBATW1;www.aerztebank.at;19141028;
Zweigstelle;16343093;18130;;Volksbanken;;Bank für Ärzte und Freie Berufe AG Zws.Dornbirn;Schulgasse 19;6850;Dornbirn;Dornbirn;;;;;Vorarlberg;05572/203900;;;;;20130102;92061
Zweigstelle;1428179;18130;;Volksbanken;;Bank für Ärzte und Freie Berufe AG Zws.Graz;Herrengasse 9;8010;Graz;Graz;;;;;Steiermark;0316/811041;0316/81104190;info@aerztebank.at;;www.aerztebank.at;19900201;92061
Zweigstelle;8609470;18130;;Volksbanken;;Bank für Ärzte und Freie Berufe AG Zws.Innsbruck;Museumstraße 8;6020;Innsbruck;Innsbruck;;;;;Tirol;0512/560905;0512/56090590;info@aerztebank.at;;www.aerztebank.at;20080501;92061
Zweigstelle;16343107;18130;;Volksbanken;;Bank für Ärzte und Freie Berufe AG Zws.Klagenfurt;Neuer Platz 11, Top 1;9020;Klagenfurt;Klagenfurt;;;;;Kärnten;0463/501393;;;;;20130102;92061
Zweigstelle;6468268;18130;;Volksbanken;;Bank für Ärzte und Freie Berufe AG Zws.Linz;Landstraße 10/2.OG;4020;Linz/Donau;Linz;;;;;Oberösterreich;0732/770099;0732/77009990;info@wifbank.at;;;20040501;92061
Zweigstelle;10306846;18130;;Volksbanken;;Bank für Ärzte und Freie Berufe AG Zws.Salzburg;Makartplatz 7;5020;Salzburg;Salzburg;;;;;Salzburg;0662/870483;0662/87048390;info@aerztebank.at;;www.aerztebank.at;20101101;92061
Hauptanstalt;57193;16000;KI;Aktienbanken;32942w;Bank für Tirol und Vorarlberg AG;Stadtforum 1;6020;Innsbruck;Innsbruck;;6021;Innsbruck;573;Tirol;505333;0505333/1408;btv@btv.at;BTVAAT22;;19040408;
Zweigstelle;332798;16440;;Aktienbanken;32942w;Bank für Tirol und Vorarlberg AG Filiale Bludenz;Werdenbergerstraße 14;6700;Bludenz;Bludenz;;6700;Bludenz;137;Vorarlberg;0505333/6624;0505333/6630;bludenz@btv.at;;www.btv.at;19730601;57193
Zweigstelle;196649;16310;;Aktienbanken;32942w;Bank für Tirol und Vorarlberg AG Filiale Bregenz;Kaiserstraße 33;6900;Bregenz;Bregenz;;6900;Bregenz;317;Vorarlberg;0505333/6027;0505333/6025;bregenz@btv.at;;www.btv.at;19040101;57193
Zweigstelle;332615;16320;;Aktienbanken;32942w;Bank für Tirol und Vorarlberg AG Filiale Dornbirn;Bahnhofstraße 15;6850;Dornbirn;Dornbirn;;6850;Dornbirn;32;Vorarlberg;0505333/6322;0505333/6360;dornbirn@btv.at;;www.btv.at;19110919;57193
Zweigstelle;332640;16330;;Aktienbanken;32942w;Bank für Tirol und Vorarlberg AG Filiale Feldkirch;Bahnhofstraße 8;6800;Feldkirch;Feldkirch;;6800;Feldkirch;15;Vorarlberg;0505333/6532;0505333/6514;feldkirch@btv.at;;www.btv.at;19110919;57193
Zweigstelle;332631;16460;;Aktienbanken;32942w;Bank für Tirol und Vorarlberg AG Filiale Götzis;Im Buch 6;6840;Götzis;Feldkirch;;;;;Vorarlberg;0505333/6721;0505333/6725;goetzis@btv.at;;www.btv.at;19781013;57193
Zweigstelle;332739;16400;;Aktienbanken;32942w;Bank für Tirol und Vorarlberg AG Filiale Imst;Dr.Pfeiffenberger-Straße 18;6460;Imst;Imst;;6460;Imst;98;Tirol;0505333-0;0505333/5125;imst@btv.at;;www.btv.at;19671218;57193
Zweigstelle;332780;16430;;Aktienbanken;32942w;Bank für Tirol und Vorarlberg AG Filiale Kitzbühel;Vorderstadt 9;6370;Kitzbühel;Kitzbühel;;6370;Kitzbühel;51;Tirol;0505333-0;0505333/5673;kitz@btv.at;;www.btv.at;19710416;57193
Zweigstelle;332658;16340;;Aktienbanken;32942w;Bank für Tirol und Vorarlberg AG Filiale Kufstein;Oberer Stadtplatz 4;6332;Kufstein;Kufstein;;6332;Kufstein;17;Tirol;0505333-0;0505333/5325;kufstein@btv.at;;www.btv.at;19070101;57193
Zweigstelle;332666;16350;;Aktienbanken;32942w;Bank für Tirol und Vorarlberg AG Filiale Landeck;Malser Straße 34;6500;Landeck;Landeck;;6500;Landeck;76;Tirol;0505333-0;0505333/5035;landeck@btv.at;;www.btv.at;19270624;57193
Zweigstelle;332704;16380;;Aktienbanken;32942w;Bank für Tirol und Vorarlberg AG Filiale Lienz;Südtiroler Platz 2;9900;Lienz;Lienz;;;;;Tirol;0505333/4807;0505333/4832;lienz@btv.at;;www.btv.at;19601004;57193
Zweigstelle;332712;16390;;Aktienbanken;32942w;Bank für Tirol und Vorarlberg AG Filiale Mayrhofen;Hauptstraße 440;6290;Mayrhofen;Schwaz;;6290;Mayrhofen;17;Tirol;0505333-0;0505333/4915;mayrhofen@btv.at;;www.btv.at;19641215;57193
Zweigstelle;332682;16360;;Aktienbanken;32942w;Bank für Tirol und Vorarlberg AG Filiale Reutte;Untermarkt 23;6600;Reutte;Reutte;;6600;Reutte;83;Tirol;0505333-0;0505333/4675;reutte@btv.at;;www.btv.at;19560530;57193
Zweigstelle;332801;16450;;Aktienbanken;32942w;Bank für Tirol und Vorarlberg AG Filiale Schwaz;Innsbrucker Straße 5;6130;Schwaz;Schwaz;;;;;Tirol;0505333-0;0505333/4345;schwaz@btv.at;;www.btv.at;19730716;57193
Zweigstelle;332755;16420;;Aktienbanken;32942w;Bank für Tirol und Vorarlberg AG Filiale Seefeld;Klosterstraße 397;6100;Seefeld/Tirol;Innsbruck-Land;;;;;Tirol;0505333-0;0505333/4253;seefeld@btv.at;;www.btv.at;19720630;57193
Zweigstelle;332690;16370;;Aktienbanken;32942w;Bank für Tirol und Vorarlberg AG Filiale St.Johann;Dechant-Wieshofer-Straße 7;6380;St.Johann/Tirol;Kitzbühel;;;;;Tirol;0505333-0;0505333/5525;st.johann@btv.at;;www.btv.at;19270624;57193
Zweigstelle;9287515;16000;;Aktienbanken;32942w;Bank für Tirol und Vorarlberg AG, Filiale Telfs;Anton-Auer-Straße 2;6410;Telfs;Innsbruck-Land;;;;;Tirol;0505333-0;0505333/4445;telfs@btv.at;;www.btv.at;20090606;57193
Zweigstelle;1298887;16300;;Aktienbanken;32942w;Bank für Tirol und Vorarlberg AG Filiale Wien;Tegetthoffstraße 7;1010;Wien;Wien;;1011;Wien;254;Wien;0505333/8744;0505333/8763;wien@btv.at;;www.btv.at;19891030;57193
Zweigstelle;332747;16410;;Aktienbanken;32942w;Bank für Tirol und Vorarlberg AG Filiale Wörgl;Bahnhofstraße 18;6300;Wörgl;Kufstein;;;;;Tirol;0505333-0;0505333/5435;woergl@btv.at;;www.btv.at;19700708;57193
Zweigstelle;332720;16400;;Aktienbanken;;Bank für Tirol und Vorarlberg AG Zwnl.Sölden;Dorfstraße 31;6450;Sölden;Imst;;;;;Tirol;0505333-0;0505333/5225;soelden@btv.at;;www.btv.at;19761220;57193
Zweigstelle;332607;16310;;Aktienbanken;;Bank für Tirol und Vorarlberg AG Zwnl.Wolfurt;Unterlinden 25;6960;Wolfurt-Bahnhof;Bregenz;;;;;Vorarlberg;0505333/6224;0505333/6225;wolfurt@btv.at;;www.btv.at;19740715;57193
Zweigstelle;332674;16360;;Aktienbanken;;Bank für Tirol und Vorarlberg AG Zws. Ehrwald;Kirchplatz 21a;6632;Ehrwald;Reutte;;;;;Tirol;0505333-0;0505333/4785;ehrwald@btv.at;;www.btv.at;19780502;57193
Zweigstelle;332593;16310;;Aktienbanken;;Bank für Tirol und Vorarlberg AG Zws.Bregenz-Vorkloster;Mariahilfstraße 45a;6900;Bregenz;Bregenz;;6900;Bregenz;7;Vorarlberg;0505333/6108;0505333/6117;vorkloster@btv.at;;www.btv.at;19691027;57193
Zweigstelle;332550;16000;;Aktienbanken;;Bank für Tirol und Vorarlberg AG Zws.Hall in Tirol;Stadtgraben 19;6060;Hall/Tirol;Innsbruck-Land;;;;;Tirol;0505333-0;0505333/3250;hall@btv.at;;www.btv.at;19861215;57193
Zweigstelle;332534;16000;;Aktienbanken;;Bank für Tirol und Vorarlberg AG Zws.Innsbruck-Dez;Amraser-See-Straße 56a;6021;Innsbruck;Innsbruck;;;;;Tirol;0505333-0;0505333/3923;dez@btv.at;;www.btv.at;19751114;57193
Zweigstelle;332585;16000;;Aktienbanken;;Bank für Tirol und Vorarlberg AG Zws.Innsbruck-Hötting;Schneeburggasse 7;6021;Innsbruck;Innsbruck;;;;;Tirol;0505333-0;0505333/3425;hoetting@btv.at;;www.btv.at;19790907;57193
Zweigstelle;11135310;16000;;Aktienbanken;;Bank für Tirol und Vorarlberg AG Zws.Innsbruck-Mitterweg;Mitterweg 9;6020;Innsbruck;Innsbruck;;;;;Tirol;0505333-0;0505333/4025;mitterweg@btv.at;;www.btv.at;20111017;57193
Zweigstelle;332526;16000;;Aktienbanken;;Bank für Tirol und Vorarlberg AG Zws.Innsbruck-Olympisches Dorf;Schützenstraße 49;6021;Innsbruck;Innsbruck;;;;;Tirol;0505333-0;0505333/3750;olympischesdorf@btv.at;;www.btv.at;19700918;57193
Zweigstelle;332500;16000;;Aktienbanken;;Bank für Tirol und Vorarlberg AG Zws.Innsbruck-Sonnpark;Amraser Straße 54;6021;Innsbruck;Innsbruck;;;;;Tirol;0505333-0;0505333/3654;sonnpark@btv.at;;www.btv.at;19700101;57193
Zweigstelle;332488;16000;;Aktienbanken;;Bank für Tirol und Vorarlberg AG Zws.Innsbruck-Wilten;Leopoldstraße 31a;6021;Innsbruck;Innsbruck;;;;;Tirol;0505333-0;0505333/3824;wilten@btv.at;;;19730723;57193
Zweigstelle;10295542;16000;;Aktienbanken;;Bank für Tirol und Vorarlberg AG Zws.Kirchbichl;Europastraße 8, Wirtschaftspark;6322;Kirchbichl;Kufstein;;;;;Tirol;0505333-0;0505333/5425;kirchbichl@btv.at;;www.btv.at;20110114;57193
Zweigstelle;332569;16000;;Aktienbanken;;Bank für Tirol und Vorarlberg AG Zws.Völs;Bahnhofstraße 38a;6176;Völs;Innsbruck-Land;;;;;Tirol;0505333-0;0505333/3508;voels@btv.at;;www.btv.at;19780915;57193
Filiale;6102360;19280;ZW;§9 - Institute laut BWG;242243s;Bank für Trient und Bozen AG, Niederlassung Innsbruck;Wilhelm Greil Straße 4;6020;Innsbruck;Innsbruck;;;;;Tirol;0512/582111;0512/572111;info@btb.at;RZKTAT2KBTB;www.btb.at;20051003;427292
Hauptanstalt;279021;19140;KI;Aktienbanken;78445k;Bank Gutmann AG;Schwarzenbergplatz 16;1010;Wien;Wien;;1011;Wien;546;Wien;01/50220;01/50220249;;GUTBATWW;;19790618;
Filiale;4433220;19400;ZW;§9 - Institute laut BWG;187637m;Bank of Tokyo-Mitsubishi UFJ (Holland) N.V. Zweigniederlassung Wien;Schwarzenbergplatz 5/3.2;1030;Wien;Wien;;1037;Wien;51;Wien;01/50262;01/5026250;info@at.mufg.jp;BOTKATWX;www.nl.bk.mufg.jp;19991022;1479792
Hauptanstalt;2554313;19500;KI;Aktienbanken;134747h;Bank Vontobel Österreich AG;Rathausplatz 4;5020;Salzburg;Salzburg;;5020;Salzburg;128;Salzburg;0662/8104;0662/81047;austria@vontobel.com;VONTAT2S;;19950613;
Zweigstelle;3373797;19500;;Aktienbanken;134747h;Bank Vontobel Österreich AG Zweigstelle Wien;Kärntner Straße 51;1010;Wien;Wien;;;;;Wien;01/5137640;01/51376402;austria@vontobel.com;;;19961012;2554313
Hauptanstalt;202886;19220;KI;Aktienbanken;79443d;Bank Winter & Co. AG;Singerstraße 10;1010;Wien;Wien;;1011;Wien;878;Wien;01/51504;01/51504200;contact@bankwinter.com;WISMATWW;;19860604;
Hauptanstalt;8071730;34796;KI;Raiffeisen;294362k;bankdirekt.at AG;Europaplatz 1a;4020;Linz;Linz;;;;;Oberösterreich;05999/34796;05999/3479620592;service@bankdirekt.at;RZOOAT2L796;www.bankdirekt.at;20060609;
Zweigstelle;334049;19530;;Aktienbanken;75934v;Bankhaus Carl Spängler & Co. AG;Stadtplatz 7;5700;Zell/See;Zell am See;;5700;Zell/See;20;Salzburg;06542/72358;06542/7235819;;;;19710209;2440792
Hauptanstalt;2440792;19530;KI;Aktienbanken;75934v;Bankhaus Carl Spängler & Co. AG;Schwarzstraße 1;5020;Salzburg;Salzburg;;5024;Salzburg;41;Salzburg;0662/8686;0662/8686158;bankhaus@spaengler.at;SPAEAT2S;www.spaengler.at;19940114;
Zweigstelle;3870243;19530;;Aktienbanken;;Bankhaus Carl Spängler & Co. AG Fil.Anif;Mühleistraße 4;5081;Anif;Salzburg-Umgebung;;;;;Salzburg;06246/73725;06246/7372530;;;;19980112;2440792
Zweigstelle;334057;19530;;Aktienbanken;;Bankhaus Carl Spängler & Co. AG Fil.Kaprun;Siegmund-Thun-Straße 569;5710;Kaprun;Zell am See;;5710;Kaprun;10;Salzburg;06547/8555;06547/855533;;;;;2440792
Zweigstelle;1223860;19530;;Aktienbanken;;Bankhaus Carl Spängler & Co. AG Fil.Kitzbühel;Jochbergerstraße 2;6370;Kitzbühel;Kitzbühel;;;;;Tirol;05356/71588;05356/7158876;;;;19890328;2440792
Zweigstelle;334073;19530;;Aktienbanken;;Bankhaus Carl Spängler & Co. AG Fil.Piesendorf;Dorfplatz 4;5721;Piesendorf;Zell am See;;5721;Piesendorf;11;Salzburg;06549/7651;06549/765113;;;;;2440792
Zweigstelle;333956;19530;;Aktienbanken;;Bankhaus Carl Spängler & Co. AG Fil.Salzburg-Schwarzstraße 17;Schwarzstraße 17;5020;Salzburg;Salzburg;;5024;Salzburg;41;Salzburg;0662/8686;0662/8686648;;;;;2440792
Zweigstelle;4684060;19530;;Aktienbanken;;Bankhaus Carl Spängler & Co. AG Fil.Wien;Dorotheergasse 20;1010;Wien;Wien;;;;;Wien;01/5138686;01/513868633;;;;20000527;2440792
Zweigstelle;334014;19530;;Aktienbanken;;Bankhaus Carl Spängler & Co. AG Fil.Zell am See/Schüttdorf;Brucker Bundesstraße 47;5702;Zell/See-Schüttdorf;Zell am See;;5702;Zell/See-Schüttdorf;17;Salzburg;06542/57295;06542/56752;;;;;2440792
Zweigstelle;4469801;19530;;Aktienbanken;;Bankhaus Carl Spängler & Co. AG Zws.Linz;Hauptplatz 20;4020;Linz/Donau;Linz;;4021;Linz/Donau;48;Oberösterreich;0732/782100;;;;;19991201;2440792
Zweigstelle;1284304;19530;;Aktienbanken;;Bankhaus Carl Spängler & Co. AG Zws.Salzburg-Nonntal;Nonntaler Hauptstraße 59;5020;Salzburg;Salzburg;;;;;Salzburg;0662/8686820;0662/8686839;;;;19891002;2440792
Zweigstelle;8951675;19530;;Aktienbanken;;Bankhaus Carl Spängler & Co. AG Zws.Salzburg-Parsch;Eberhard-Fugger-Straße 2a;5020;Salzburg;Salzburg;;;;;Salzburg;0662/648012;0662/64801269;parsch@spaengler.at;;;20081110;2440792
Zweigstelle;3375846;19530;;Aktienbanken;;Bankhaus Carl Spängler & Co. AG Zws.Wien;Stephansplatz 3a;1010;Wien;Wien;;;;;Wien;01/5137563;01/513756340;;;;19960902;2440792
Hauptanstalt;1606549;19380;KI;Sonderbanken;49597m;Bankhaus Denzel AG;Erdbergstraße 189-193;1030;Wien;Wien;;;;;Wien;01/51507;01/515077540;;DENEATW1;;19911119;
Zweigstelle;357774;36990;;Raiffeisen;41584d;Bankhaus Jungholz - Zweigniederlassung der Raiffeisenbank Reutte reg.Gen.m.b.H.;Jungholz 20;6691;Jungholz/Tirol;Reutte;;;;;Tirol;05676/800;05676/8004800;info@bankhaus-jungholz.com;;www.bankhaus-jungholz.com;19801223;259764
